Brand,Model,Star,Title,Date,Pros,Cons,Other
AMD,YD270XBGAFBOX,5,Great gaming CPU,2018-07-07,Pros:FastStableCost effective,Cons:Wish its clock speed per core was higher or overclocked better.  Be careful when buying memory for this as this chip benefits greatly from higher clocked ram.,None
AMD,YD270XBGAFBOX,5,Crazy Fast 4.325ghz all cores!,2018-07-07,Pros:My chip runs 4.325ghz on all cores @ 1.35 on MSI x470 M7 AC boardIve seen it self boost to 4.6ghz before my manual overclock (Not on all cores)Stays cool max ive seen with stated overclock is 67C with Thermaltake Water 3.0 Extreme S (This is stress testing it)Beats my I7-4770k @4.3ghz in games like Farcry5 same GTX 1080 (I7 4770k - 70-80 FPS)  (Ryzen 2700x - 100-125fps)Older games they get around the same FPS,Cons:None I might have hit the silicon lottery for once! 4.325 @ 1.35 volts and didn't try any higher. I might push it higher down the road when its towards the end of its life like I did my I7-4770k which I lost  the lottery on lol.,"Other Thoughts:If you want the max FPS right now then go with a Intel I7-8700k and OC it to 5ghz.  The only reason to choose Intel now.If you want to upgrade you CPU 2 years down the road pick AMD!If you want to get more threads/ total CPU power for your money Pick AMD!If you don't want to have to delid you CPU Pick AMD.The core wars have begun and newer games can actually use these threads, and they will continue to be threaded higher and higher to keep the first gen Xbox ones and PS4s running the newer games. So most games will be using 8 threads soon. Ive seen Farcry 5 use all 8 threads of my I7-4770k at 80-95% so yea they use the threads but it you can give it 8 real cores you going to gain some great fps just like I did!"
AMD,YD270XBGAFBOX,5,What A Piece of Work!,2018-07-04,"Pros:This thing is fast and responsive. And, considering it's relatively new, I had some reservations about using it since I wanted to switch to Linux, but the OS and 2700x are working perfectly together and my system is snappy and responsible.",Cons:There are none.,Other Thoughts:Would absolutely recommend. 10/10
AMD,YD270XBGAFBOX,5,OWNS EVERYTHING I THROW AT IT,2018-07-02,"Pros:Upgraded from a AMD FX-6300 and let me tell you just within 3 hours of use I noticed everthing was so much better, programs load fast and fps in games is almost doubled. Im still on the same GTX 960SC and it is a great card but just upgrading to this gives me solid 60FPS at 1080p. Games like Conan Exiles, 7DTD, The Division, BF1, Escape from Tarkov, etc.",Cons:- No RGB on the Processor itself...,Other Thoughts:(Yes that con was a joke)
AMD,YD270XBGAFBOX,5,A Nice improvement over My 1700X,2018-07-01,Pros:Plays games better and my grandson says it renders his videos much faster than the already fast 1700X.Ryzen Master software is much improved for general tweaking and overclockingIt's very good for gaming and superb for content creation.Great price and value!  Intel is nowhere close.,"Cons:They won't let me submit without a con.  So, I guess it could always be less expensive.  Maybe free?...LOL",Other Thoughts:I would recommend this CPU to anyone.I bought another one for my grandson's build
AMD,YD270XBGAFBOX,5,Works well,2018-06-30,Pros:I've been observing the process self-boost faster than advertised with HWMonitor.  The highest seen was 4.5 ghz.  Not sure if the app isn't showing it correctly or AMD sells the 2700 and 2700x as the same chip but with different coolers.,Cons:The stock cooler is barely sufficient.  I knew this going in and bought a Noctua (NH-U12S SE-AM4),Other Thoughts:Look at the 2700x with the stock cooler or this proc with an aftermarket cooler.
AMD,YD270XBGAFBOX,5,It's a tank,2018-06-24,Pros:-heckin fast-stays decently cool under a Kraken X52-16 threads-beats the snot out of my old i7 4790K,Cons:-a difficult overclocker; voltages get pretty insane,Other Thoughts:I found that the most stable settings for this CPU in my system are 4.2Ghz at 1.36 Vcore on an X470 Ultra Gaming board.
AMD,YD270XBGAFBOX,5,Beastly,2018-06-19,"Pros:With good RAM, this thing is awesome!! At stock settings with 3600mhz B-die ram I have consistently pulled 1790 to 1803 on Cinebench. I'm impressed.","Cons:the prism cooler is awesome, if you don't plan on overclocking. I couldn't even pull 3.8 without thermal throttling.",Other Thoughts:I will be investing in an AIO or custom loop in the future... otherwise I'm convinced that I made the right choice.
AMD,YD270XBGAFBOX,5,Great product for streaming amd rendering,2018-06-18,Pros:8 CORES !!! 16 THREADS!!!Very nice box cooler with beautiful RGB,Cons:Not the best in games compared with 8700k,None
AMD,YD270XBGAFBOX,5,Works great.,2018-06-16,Pros:This thing destroys the competition.,Cons:None so far.,None
AMD,YD270XBGAFBOX,5,Great,2018-06-15,Pros:You can hit 4.3 on a aio 1.3875v play games all day. I keep mine at 4.275 at 1.36875v keeps the fan noise down less heat. But 4.3 is do able. My h105i keeps it cooled well even OC. I just don't like my PC to sound like 747.,Cons:None,None
AMD,YD270XBGAFBOX,5,Its a Beast!,2018-06-15,"Pros:- Stock cooler keeps it nice and cool, no need for aftermarket cooling unless you are overclocking.- Chews through everything in its path!",Cons:none thus far,None
AMD,YD270XBGAFBOX,5,Amazing,2018-06-14,"Pros:I haven't owned an AMD processor in ten years.  But I'm glad I pulled the trigger and got this CPU.  It's amazing.  Playing Battlefield 1 in 4K with only 20% CPU usage.  Runs a little hotter than my previous processor, but I have to order and new AIO cooler.  It's disappointing that my Corsair Hydro H105 did not come with a AM4 bracket, so I'm using the included heatsink/fan.  Which is decent.",Cons:None,None
AMD,YD270XBGAFBOX,5,Bought it 2 weeks ago--  awesome,2018-06-12,"Pros:Fast, great, fast, great, get the wraith cooler- awesome",Cons:can't find one,"Other Thoughts:AMD has done their homework as a company.  Great processor, great price, classy, fast. This will do what you need; and then some."
AMD,YD270XBGAFBOX,5,AWESOME cooler and solid boost clocks!,2018-06-11,"Pros:-The Wraith Prism cooler looks incredible. Be sure to download the LIghting tool from Cooler Master and use the USB cable and plug it directly into a USB 2.0 header on your motherboard if you want full independent lighting control.-Works on current AM4 x370 boards with a BIOS update. No more having to buy a whole new board with every CPU like intel makes you do. Updated the BIOS on my Crosshair and everything was fine.-I see boost clocks as high as 4.295GHz on single core, 4GHz all core on medium load, and 3.7-3.9GHz under intense stress testing at stock settings.-Running my GALAX HOF ram at 3200mhz no problem.-8 cores of pure Ryzen goodness.","Cons:-It can't make me a sandwich.-I wish the cooler had a different latching mechanism, but this one does make it compatible with legacy AMD boards so I get it.",Other Thoughts:-Seriously buy it. The multiple advantages this has over the 8700k more than makes up for the small IPC difference.
AMD,YD270XBGAFBOX,5,"I don't own, just letting you know.",2018-06-08,Pros:- Fast- Runs at a great temperature- Cheapest 8 core 16 thread- Really great all around performance,Cons:- Is there one?,"Other Thoughts:This is advice / information for anyone looking for it.The Ryzen series was never intended to take the crown of most FPS from Intel. It did in some titles but all around Intel still has the most FPS at 1080p. That's just a fact, but does it warrant the higher price?There is no difference in fps at 1440p or 4k. Since it's graphic card dependent. That's just common knowledge you can find on anywhere on the web and on any tech youtuber's channel.AMD runs cooler then most Intel, due to soldered IHS, and not glued. Yes Intel has GLUED Integrated Heat Spreader. Please google and find out yourself if you do not believe, hence why ""delidding"" only exist for intel.When comparing a ryzen 5 to a intel i5, ryzen beats its out in terms of workstation work, rendering etc. EXCEPT in adobe premiere. cause adobe premiere has igpu enhancements. which is ""integrated graphics"" which intel incorporates in EVERY chip (well consumer) not xeons.Also AMD has APU's and they are pretty good, and I suspect they would do amazing in Adobe premiere with that feature enabled. but Ryzen 1 series and 2nd series do not have integrated graphics, and do not beat Intel in adobe premiere. They lose out by a landslide.... even an i5 8600, or 8600k beating even ryzen 2700x in adobe premiere.Those are just facts. Facts which can't be ignored and need to be considered, and can be found ANYWHERE on the web, or on any tech youtuber.As a ryzen user, I know it's a great chip for it's price. I have 1st gen ryzen not 2nd. But I kept up with all the benchmarks, all the tech youtubers. So I feel I've got a good grasp on what's what currently. Also I'm not a fan boy of either company, using both tech over the years, both amd and intel processors. So my view of them are not biased.I currently consider AMD to be the better value, ALL around. If you do more then just game, You're going to really want to consider AMD 5 series or 7 even ryzen 3... if you're looking for extreme value.And if you're a die hard gamer, who's just DYING for those high fps with their 1080ti, then you need a 8700k. Theres no doubt about it.Those are facts which can't be ignored and can be found anywhere, from anyone with knowledge.Hope this helps you in your endeavors!Cheers!"
AMD,YD270XBGAFBOX,5,Ryzen without the bugs,2018-06-06,"Pros:-No bugs or long first boots as with Ryzen 1st gen-XFR works great and I honestly leave it be with no overclock-Runs much cooler than expected-Included cooler is much better than last gen, however I don't use it-Much better ram support",Cons:-Manual overclocking still not great (just use XFR),Other Thoughts:-Notes-So my vast increase in memory support may also be related to motherboard.  I am using an ASUS Crosshair Hero VII X470.Just use XFR as you get better clocks than manual without the increase in  heat.
AMD,YD270XBGAFBOX,5,Best CPU I have owned.,2018-06-04,Pros:Fast and cheap! Runs all my games faster than the old CPU.Not Intel.Fan has pretty colors.,Cons:Only thing I had to complain about is the fan. It gets REALLY loud. Would like better control of the fan speed via software. Might eventually get a different fan or liquid cooler but I cant figure out what to get yet.,None
AMD,YD270XBGAFBOX,5,The fastest 8 core on the market,2018-06-03,"Pros:I did my research and up until now have always been an INTEL ONLY man. This is the ONLY publicly available multi core processor that allows ALL of the cores to run at the specified Ghz rating of the processor. Normally only the first or first two cores run at this speed while all of the other cores are banked to a lower and throttled lower at the same time as processor heats up. This processor has what AMD calls ""AI"", but is simple an algorithm to allow all cores to run at top processor speeds and only throttle the overheating cores. It will throttle all of them down, except the 1st two cores if that is what is required to prevent thermal overload, otherwise you get the public's first true 3.7Ghz 8 core processor. IT IS FASTER THAN a DUAL CORE XEON server that I built 5 years ago. The bottle neck for my build is the hard drives.","Cons:Did not come with step by step installation instructions for the included heat sink and the pictures where for different processors\sinks. It was simple enough to install, however I would have liked to have installed the heat sink 180 degrees from where it is now.","Other Thoughts:I highly recommend this for anyone needing more horse power - you would have to purchase a $1,500 Intel processor to compare to this! No Kidding! I did my research and I am very familiar with Intel processors."
AMD,YD270XBGAFBOX,5,Fast and nice fan,2018-05-30,Pros:SpeedyGreat coolerEasy install,Cons:Price,Other Thoughts:This cpu is very fast and supports high speed ram. It comes with a great RGB led cooler and was easy to install with only 2 clips to attach to the motherboard. This cooler is much better and bigger than the one i had with a Ryzen 1600 cpu. The 2700x cpu is compatible with my Asus TUF B350 bios but you might need a bios update with your motherboard. The only bad thing is its price right now but it is well worth it if you want speed and the nice cooler. I still give 5 stars and recommend it. I purchased from Newegg Canada.
AMD,YD270XBGAFBOX,5,Major Upgrade!,2018-05-27,"Pros:-Zero issues installing/setting up.-Huge performance boost compared to my old fx-8150.-Wraith Prism cooler is adequate for stock use.-Hits the advertised 4.3Ghz boost. (I've observed cores hitting a max of 4,350mhz using stock XFR2 settings.)-Idle Temps around 35°C, gaming load 50°C, and full load on all 16 threads is around 68°C.-Plays any game at max or high at 60fps (Paired with 1070 ti FE @ 1920x1080)-Upgrade path for the next two generations on x470 platform is nice.",Cons:-It doesn't do the dishes.,"Other Thoughts:Overall, this processor was a huge upgrade for me.  I was considering the intel i5 8600k + aftermarket cooler, but I'm glad I waited to see what AMD would bring.  This was definitely a more cost effective choice.  I won't deny that the 8700k is superior in gaming, but if you're playing on a 60Hz monitor at 1080p, both processors will easily push more than you need.  With that in mind, Ryzen was the obvious choice due to the extra multi-threaded performance.10/10 Would Recommend!*Be sure to grab Ryzen Master & Grab the chipset driver that comes with the unique Ryzen power plan."
AMD,YD270XBGAFBOX,5,Hit 5.2ghz,2018-05-27,"Pros:I have my 2700x all on default settings on a custom cooling loop, I just checked and it was at 5185mhz (5.2ghz) while gaming",Cons:all the haters,None
AMD,YD270XBGAFBOX,5,AMD has outdone themselves,2018-05-26,"Pros:-Wicked Fast, single core and multi core scores are INSANE- Stays cool and quiet, on full load with Prime95 and stock cooler and only 58C-BEAUTIFUL cooler, has high and low settings-Processor is great for gaming and running Virtual Machines, video encoding, photo editing, etc-My 7zip extracts go so fast that 7zip doesnt even open anymore, its just done-",Cons:-Absolutely none,"Other Thoughts:i Highly recommend this product to everyone that has high performance, and future-proofing in mind."
AMD,YD270XBGAFBOX,5,None,2018-05-24,"Pros:Haven't stressed it yet, but a lot cheaper than Intel.LED fan ring.",Cons:The attachment to the motherboard was a but of pain; trying to get all four points.,"Other Thoughts:Upgrade from a Ryzen 1600, so it will be interesting to what this CPU can do."
AMD,YD270XBGAFBOX,5,So Glad I switched to AMD!!!,2018-05-23,"Pros:Fast, responsive, great for multitasking.Love that it comes with the Wraith Spire, great cooler for a non AIO.I enjoy the RGB for the fan.Got it for gaming and it doesn't disappoint.","Cons:Wraith Spire doesn't play nicely with Asus Aura, you have to use AMD/Cooler Master software. It looks great though",Other Thoughts:I used AMD back in the day (late 90's early 2000's) and finally they have come out with competitor to Intel. Great price with cooler and SOOOO glad I made the change to AMD. Great for gaming!
AMD,YD270XBGAFBOX,5,Fanatstic,2018-05-22,Pros:Great price.Great performance .Manually overclocked to 4.29 Ghz Stable .1.393 Volts .All 16 Cores .71 degrees max temp with liquid aio cooler .Chews through content creation tasks .,Cons:0,"Other Thoughts:Yes.By all means .If you are looking for a strong stable and very responsive computing experience , this is the processor for all of those needs ."
AMD,YD270XBGAFBOX,4,Upgraded from 3770k,2018-05-21,Pros:Very fast CPU. Handles Assassins Creed Origins like a champ.It is about as fast as my overclocked 3770k in single thread. In multi thread it blows it away.Good price too,Cons:-IMC is weak. Could not boot my RAM at the advertised speed of 3600mhz. It does run at 3000mhz with tight timings however. RAM specifically is CMR32GX4M4C3600C18 in case anyone wants to know.,"Other Thoughts:My message to AMD is this:Zen+ is great and I am relieved that I do not need to swap to a new socket when I upgrade to Zen 2. I have not purchased an AMD processor since my old 4200 X2 and I can see you guys have definitely stepped your game up. Please get the IMC performance up for Zen 2 and please get single thread performance up as well.UPDATE just tried out the Wraith Spire after my H100i v2 died. Temps are quite a bit higher than the AIO, will be switching back to water ASAP. AMD please sell the coolers separately, no bundle is needed. Anyone buying a $300 cpu will most likely be going aft er market for a cooler. I would rather see a reduced price for the cpu."
AMD,YD270XBGAFBOX,5,"Super fast, easy set up",2018-05-20,Pros:Stock cooler is actually pretty nice. Temps stay  at 53-58 even under load for me. Go's fast and auto overclocked to 4.3 right away.,Cons:Cant think of any so far...,None
AMD,YD270XBGAFBOX,5,Quick and easy to setup !!,2018-05-20,Pros:The Ryzen 7 has all of the features i need and makes my gaming experience  great best responses i have ever had.,Cons:so far i can find no negative results from this processor.,Other Thoughts:I whole heartedly recommend the Ryzen series of processors for first time builders and professional assemblers.
AMD,YD270XBGAFBOX,5,Great CPU!,2018-05-17,"Pros:- Comes with a decent cooler that's not forcing you to buy another one right off the bat and no need to delid it to get acceptable temps. I will get one soon though, I'm just not in a hurry, thanks to it. Temps are totally under control even with stock cooler. The default fan curve in the Bios was way too aggressive and loud. I edited it and now it's very tolerable and temps don't go past 72 °C even with the much lower fan curve. It runs at 4.2 Ghz pretty much all the time by itself with precision boost in a HAF X case.- Runs all recent games with a low utilization with a lot of room for more work in contrary to 4 cores/threads CPUs like all i5 until the 8400. I can't imagine a 8400 still being great in 2-3 years from now. If you absolutely want Intel, go with 8700 or 8700k, if you can't, go AMD Ryzen. R7 2600 will last you longer than 8600k in games, I'm sure about it. Ryzen and Ryzen+ are not Bulldozer. AMD is back to real relevance VS Intel.- Gone are the stutters in games with my CPU running at pretty much 100% utilization before. I come from a i5 4670k @ 4.3 Ghz with the same quantity of RAM (16Gb). 4 threads are not cutting it anymore and it has been like this for at least a year now. People needs to stop saying that old 4C i5 are enough for gaming even now, it's not true. It it for most games but not all. Believe it or not, it was holding down my RX 480...yeah, a RX 480. I was not 100% sure that the stutters were from my cpu but now I have the proof and I'm very happy that my card can now sing at the top of its lungs. Battlefield 1, Battlefront II, Far Cry 5, Star Citizen improved A LOT, Final Fantasy 15 was a stutters fest and it did so hard that it crashed the game some times...not anymore, Witcher 3 , Well, you get the point, gaming on it is great and it solved my problems with lags and stutters.","Cons:- I wish it was able to hit close to 5 Ghz, it would have been more than a great CPU and a good contender to the i7 8700k, it could be the undeniable go to CPU. For me, it is though. Games can use 16 threads now...","Other Thoughts:I highly recommend it for those with 4 cores CPU with no Hyper threading. The difference in some games is night and day, even on my lowly RX 480. Enjoy, guys! Great CPU AMD, I'm impressed. My last AMD cpu was a Phenom II X6 1090T...you got me back on board! Welcome back in the game."
AMD,YD270XBGAFBOX,5,fast 4.3 ghz,2018-05-17,Pros:good overclocker,Cons:none on processor,Other Thoughts:none
AMD,YD270XBGAFBOX,5,Upgrade from 1700X to 2700X installs with no glitches!,2018-05-16,"Pros:Installed on my ASUS X370 without any problems whatsoever. Had already updated BIOS to one compatible with the 2000 series a couple months ago. Exchanged the CPUs and it started up with no issues and no changes to the BIOS or any other hardware. Just for kicks I upgraded the speed to 4.2 on all cores and found it stable. Did not try anything higher. Only issue now is to sell my 1700X. Was it a smart to upgrade from the 1700X, probably not, but I just had to do it anyway. For others upgrading I would not suggest doing what I did as the upgrade was not that significant of an upgrade from the 1700X.",Cons:None so far.,Other Thoughts:I would recommend this CPU for anyone either building a new quality computer or to anyone upgrading their CPU using a quality X370 motherboard. So far I see no real need for me to upgrade the motherboard at this time.
AMD,YD270XBGAFBOX,5,Fastest CPU I have owned,2018-05-12,"Pros:- Perfect, fastest CPU i have owned for gaming, VM's, plex, etc",Cons:- None,None
AMD,YD270XBGAFBOX,5,Intel single thread equivalent/massive multi-thread,2018-05-10,Pros:-It's only about 3% slower in compared to Intel's current line-Faster in multi-threaded compared to Intel's current line-Cheap but a good cheap-FAST-Very Responsive-Better Memory Controller-Faster Clock Speeds than 1st Gen Ryzen-Lower Cache Latency but not not as good as Intel's,Cons:-Still not 100% there with Ryzen yet AMD has to refine it to 7nm before it can be fully utilized so a 3 year period-Gaming isn't as good compared to Intel's at 1080p but who plays in 1080p with a 300$ cpu and 700$ gpu?-Clock speed not quiet there yet which 7nm will hopefully put it at 5.0ghz with Ryzen 2.,Other Thoughts:-Get Ryzen 2600x if you game-Ryzen 2700x is currently the best multi-threaded cpu you can buy for 320$ at the moment and you can get it cheaper on E(bay)-Core to core latency is high still even with Fast memory but 3400-3600 memory Samsung B die does help tremendously.-You really can't tell a difference playing games on Intel or Ryzen chips any longer.
AMD,YD270XBGAFBOX,5,This a fantastic processor,2018-05-10,"Pros:It much faster than the i7 5820k it replaces, 8 core 16 threads what not to love!! if your a true pc enthusiasts you will love this processor.",Cons:claiming that 5820k is faster is you have screw loose somewhere.,None
AMD,YD270XBGAFBOX,5,Absolutely phenomenal gaming and productivity,2018-05-09,Pros:Stock cooler is great for gaming / light productivity loadsMassive performance increase in games from my R7 1700 (+20% in most games)No need to OC to extract performanceSpectre / Meltdown have little impact,Cons:Stock cooler is loud under full productivity loads,None
AMD,YD270XBGAFBOX,5,Far faster than my Intel i7 5820K !,2018-05-08,"Pros:Fast, I mean really fast! Comparable to the much more expensive 8700K. I'm a gamer and video editor and this thing rocks! I'm getting around 10-15 more fps in games on the same Geforce GTX 980ti I had in my 5820K build!",Cons:None,Other Thoughts:Coming from many Intel builds this is definetly a must buy! I also have a Threadripper 1950X which is also a beast but I am currently using it as my mining rig.
AMD,YD270XBGAFBOX,5,The Icing on the cake for Ryzen.,2018-05-07,Pros:-Increased memory compatibility-Reductions in memory and cache latency-Great Stock cooling-XFR2 is a great improvement over XFR that basically Overclocks for you!-Great Value!,Cons:-Nothing!,"Other Thoughts:AMD did a great job with the processor. The processor seems to accept ram up to 3600mhz~ now which is great, and will potentially negate the issue of XMP profiles not working unless you have very, very high speed ram. For the Average user, this is a welcome change, as it allows for better plug n play functionality. Adding on to this is XFR2, which basically auto OCs the processor by itself depending on workload. If I play something that's single thread dependent, such as League of Legends, or Dolphin Emulator, then my CPU will auto overclock to it's max frequency, and when all cores are under load, the CPU will stay at around 4.0ghz, basically making overclocking unneeded. The stock cooler does great for this, and cools the cpu great while keeping silent. Since you don't really need to overclock this chip, that means that AMD have created a CPU that is not only an incredible value, but also a very good ""Plug and Play"" CPU.I happily await AMD's next product."
AMD,YD270XBGAFBOX,4,Switched from intel i7-6700k,2018-05-05,Pros:Feel the different when i use the quickbook and productive.8 Core 16 Threads. Good Stuff!!!Able overclocked out of boxes with ASUS ROG Crosshair VII Hero(Wi-Fi),Cons:Recommend use water cooling if you want overclocked.I was using the stock fan. the temperature aroudn 40-45oC idle. Prime 95 run around 80oC something.Motherboard x470 chipset need more update !,Other Thoughts:Switched Cooling to Thermaltake Floe AIO Riing RGB 360 TT Premium Edition. idle around 35-40oC Prime run stay around 57-62oC. run at 4.1GHZ
AMD,YD270XBGAFBOX,2,dissapointing really Intel is still better  get an 8700K,2018-05-04,Pros:CHEAPER 8 core available,Cons:Slower than intelBugs like I coudlnt use VMware workstation 14when I enabled virtualization capabilities  the OC that I had 4.3ghz became totally unstableHad to flash beta bios to X470 Master SLI/ac  to be able to run rams at 3466mhz ( they are 4266mhz) also I had to use dimm A2 and B2 if not I was stock at 2800mhz.,Other Thoughts:if you own a X99 by no chance move to this  I going back to my 5820K at 4.7ghz that really is 4 years older than this and is still better than this for gaming and its rock solid yeah it uses more electricity but  hey is 4 years old tech.Nice try AMD but keep trying
AMD,YD270XBGAFBOX,5,Awesome alternative to Blue Team flagship CPU.,2018-05-03,"Pros:-Comes with a top-notch cooler. I've been doing this stuff for years and have never seen a stock cooler I'd even CONSIDER leaving on. Performs EXTREMELY well. If I didn't already have a big AIO I'd just bolt this puppy on and call it a day.-Most of the issues people had with 1st gen Ryzen are solved here : Is able to use much faster ram without complaint and gets a pretty nice boost in single/multicore max speed.-Silicon lottery isn't much of an issue here. Your CPU WILL boost to 4.3 for single core loads, and will hit 3.9-4.1 on all-core depending on your cooling. In other words, works EXACTLY as advertised.-With some tuning and fiddling, comes within spitting distance of it's main competition in single core loads and DEMOLISHES it in multi-core.","Cons:-Has yet to make me dinner. Does everything else though, so I'm holding out hope.","Other Thoughts:-1903 Cinebench score after tuning. Gaming, I never realized how bad my 2600k was holding me back with a 1070. Playing while streaming is fluid and 1% frametimes are awesome.-If you're already on a 1st gen Ryzen setup and you're flush with cash, don't hesitate to pull the trigger. If you're like me and like hanging on to a platform/CPU for a while you might wanna wait. That said, if you're coming from anything Haswell or older, don't hesitate. This thing is the bee's knees."
AMD,YD270XBGAFBOX,5,Great Improvement over first generation!,2018-05-03,"Pros:Higher clocks than 1st gen, even if it is a little bit. runs at 4.0 Ghz right out of the box and XFR 2 is a great improvement over the first generation and my chip actually hit 4.35 Ghz and more often than my old 1600X which this replaced. works great in my Asus Crosshair VI. it is pointless to overclock this chip, persuing higher speed memory offers a greater improvement than overclocking in general. on manual overclock I got 4.2 with 1.425 volts but I got better scores letting the chip go on it's own. the stock cooler is beautiful but I would suggest not using it if you are overclocking.",Cons:no cons really. you can't beat the price to performance on this chip!,Other Thoughts:this is a great chip!
AMD,YD270XBGAFBOX,5,Amd hits Home Run with Ryzen 7 2700X,2018-05-03,"Pros:Wow... I was impressed. I upgraded from a i7-6700K and the difference was night and day.- Automatic overclock. I have seen > 4.4 Ghz (on 1 to 2 cores) with a good water cooling setup- Processor runs cool.  With a decent AIO liquid cooling setup you can expect to see temps in the mid 50's while gaming, stress testing took it to just to mid 70's- When paired with a decent X470 board, memory finally boots to 3200 on stock bios settings.  Adds a good 4-5% across gaming benchmarks just having memory running at stock speeds.- Comes with a more than adequate heatsink. The heatsink itself is on par with heatsinks costing $40-$50 alone. More than adequately cools a stock to mildly overclocked system- Overall just an amazing processor for the money.","Cons:- Slightly slower than Intel when benchmarked against Coffey Lake and Kaby Lake on single threaded tasks- While it overclocks way better than original Zen processors, expect about half as much as what Intel will generally do","Other Thoughts:This processor hands down beats current Intel offerings.  It will easily handle any application, benchmark, or current / on the horizon games at Max resolutions.  Games are beginning to take advantage of more cores.  This processor will keep your PC on the cutting edge for years to come."
AMD,YD270XBGAFBOX,5,"Ryzen 2700X is the total package. Ryzen, all grown up.",2018-05-01,"Pros:-4.0 GHz all-core, 4.2 GHz 2-core boost at STOCK settings with ASUS PRIME X470 Pro-AMD and motherboard partners fixed the DRAM support nightmare: I run 2x16GB 3000CL15 RAM at 3000CL16 with ASUS D.O.C.P. settings.-Full X470 board availability at launch, unlike Ryzen 1-AMD improved memory and cache latency, the Achilles Heel of Ryzen 1-AMD fixed the segfault error that affected some Ryzen 1 chips-AMD improved the clock speed, especially for few loaded cores-AMD included RGB heat sink that looks awesome and performs perfectly for this CPU at STOCK clocks. Blows away Intel stock cooler.-""X"" version is priced appropriately for the convenience of a factory overclocked CPU, unlike Ryzen 1-Brand new Ubuntu 18.04LTS support on day 1, unlike Ryzen 1","Cons:-Stock cooler is great for most people, but if you leave this at full load, it's very audible. Definitely get aftermarket tower for OC. Full load temps up to 70C (stock voltage) in a well-ventilated case - adequate but not ideal for 24/7 load or serious overclocking.","Other Thoughts:Ryzen 1 was awesome but rushed. Ryzen 2 is a mature product and everything works great on Day 1. Great performance and value, even if you do zero tweaking.AMD gave customer what we want: MOAR RGB, more cooling, more performance, more stability, fewer quirks. Ryzen 1 launch was for tinkerers; Ryzen 2 launch is the boring dependability we expect from Intel. AMD is ready for prime time."
AMD,YD270XBGAFBOX,5,"Worked well, great cooler, met it's overclock claim.",2018-04-30,"Pros:- With it's inbox cooler, and a well ventilated case with good airflow, it goes slightly higher than 4.3ghz in it's stock configuration without any manual overclock. Sits at 4ghz when doing normal workloads like browsing and so forth. I have not seen it get warmer than 62C, and that was during stress tests and a brief portion of 3D Mark Timespy Extreme",Cons:- None,"Other Thoughts:If you have good airflow in your case, or a good cooler, the 2700x will basically take care of it's own overclock. You can overclock it yourself, but you won't have much headroom. This isn't a negative towards the processor, but a positive toward how well it has been designed that it takes the work away from Overclocking.Instead, overclock your memory and gain a huge performance increase with this new Ryzen series chip.If you do love manually overclocking, I would suggest picking up the 2700, saving the money and you will be able to push it just as far."
AMD,YD270XBGAFBOX,5,"NO OVERCLOCKING, GOOD OR BAD?",2018-04-30,"Pros:No need to overclock an X Chip now.. You may get a better Cinabench score by overclocking to 4.2 or 4.3 on all cores.. But I'm already hitting 4.4 on one core without overclocking or over volting.. Under load all cores hang around 4.05 to 4.1 and I only have a corsair H60 Push Pull config for cooling..SPEC's On my RIG,,, X370 Taichi, FlareX 3200 14T, NZXT 340S white case, Rosewell 600 Watt PSU, Samsung 500 GIG 850 EVO, 1T  Hard drive, Corsair H60 CLC, and an RX 480.. Haven't been able to up grade GPU because of pricing.. BUT that is next as soon as Vega' 64 come down to earth again.. For now The Rx 480 is enough for 1080 Max settings 1440P on Med to High settings and some games in 4K believe it or not.. DOOM on Vulkan can be play in 4K on Medium settings with an RX 480 Believe it or not.. Need freesync because frames average around 50FPS, but for a 3 year old card that an't bad at all..Finally, This is a great chip, works perfect on X370 as long as you update BIOS' CHIPSET DRIVER's Most Important from AMD web site.. ( Had Memory Cold Boot Issues until I updated the Chipset Driver's...) This is a Very smart chip.. It makes overclocking foolish unless you are going with a non X variant like the 2700 and 2600, then I would overclock with good cooling.. But there is no need to overclock with the X chips.. AMD is already getting the best over all performance out of thesee chips for YOU","Cons:ONE, wish it would hit 5.0 on all cores.. LOL.... Seriously this is the best chip, I have ever owned and been building PC and gaming on them since 2006ish....","Other Thoughts:In reality if you already have a 1700X or 1800X that runs STABLE on all cores at 4.0 with 3200/3600 Memory all day long!!??  Then you should hold off till next Gen.. But for me who bought a R7 1700 a year ago and couldn't get it to play well with any memory or get it pasted 3.9 without throwing a ton of volts that were very unsafe at it.. This is a great upgrade across the board.. There were a lot of us who bought bad 1700 last year thinking we were going to see 4.0 at 3600 memory and all we saw were blue screens, and lost the lottery Badly..  If you are one of them then this might be for U, But for anyone who was always used to owning Intel, Look you U don't have to be afraid of an AMD system ANYMORE...  Another home run for AMD....  There's a reason Intel keeps stealing AMD VP's and developer's..."
AMD,YD270XBGAFBOX,5,Excellent cooler included,2018-04-30,"Pros:The included Prism cooler is very well built.  The RGB lighting is bright and clear and looks fantastic.  A high-end CPU like this will often be paired with an aftermarket cooler, but it's a great value to have the stock unit be of such a high quality.  If air cooling, there's no point to using anything below a top-end Noctua, as the stock cooler is very similar in design and performance to the standard aftermarket CPU coolers from brands like Corsair and Coolermaster.",Cons:None,None
