EVGA,06G-P4-6163-KR,5,Great video card,2019-02-14,Pros:-awesome performance for the price-evga warranty/support,Cons:-none,Other Thoughts:Card is a couple years old now but has performed flawlessly in that time. No complaints at all and EVGA is always the best for customer service if there is ever a problem.
EVGA,06G-P4-6163-KR,1,hynix memory on evga lol,2018-02-28,Pros:performance is good unless you are unlucky and got a card with hynix memory like I didit's does run hot but not that much for single fan it's a pretty good cooling and it fits in my mini itx builds just fine,Cons:fans are loud under load like annoying loud (I read reviews saying fans were quiet haha I don't think they are quiet unless you are deaf just saying),Other Thoughts:I have 3 of these on builds but my very recent card has hynix memory prices went up for 300 to 359 and for what from micron to hynix downgrade lol ok evga I think it's time to switch to some other company now
EVGA,06G-P4-6163-KR,1,These Video cards arent as fast as they use to be when it comes to mining Ether :(,2018-02-21,"Pros:Unfortunately, there isn't anything that I can say that's positive.  I spent way more than twice of what its worth and it underperformed others of the same make and model number!  Yes, there is a positive!  Now I know not to buy this model of video card anymore.","Cons:For whatever reason, Out of the box they only put out 15.3 MHs instead of 19.8 MHs when mining Ether, that's about 18% drop in MHs from previous cards of the exact same make and model?","Other Thoughts:Don't buy this card if you plan on using it for mining Ethereum, waste of good money.  If You're a gamer, it's probably fine, just expensive like all of the cards out there."
EVGA,06G-P4-6163-KR,4,Great product but the fan is indeed loud!,2018-02-18,Pros:Great performance for the price!Very small will fit in any tower that's for sure.Replace my GTX 760 2GB and I definitely see a big difference. Most game can be played on Ultra and High settingsBF1 is between high and UltraPUBG is mostly on ultra and some very low setting like foliage XD helps u see the sneakers in the bushFallout 4 ultra all the wayYou get the idea !,Cons:Fan was ok at first but after a few weeks it started to be loudly noticeable! But only when playing games it does!I just put my headset or put the music louder on speakerMy towers' fans were already loud but that just beats it !Maybe I would have bought the double fans gc instead but you just get used to it !,"Other Thoughts:If you have an old geezer card like mine was with 2GB, I definitely recommend you buying this card you won't regret it!"
EVGA,06G-P4-6163-KR,5,Amazing little card,2018-02-15,"Pros:-Runs very quietly, even under load-High framerates in every game I play-Low power consumption-Small size",Cons:-Runs a little hot due to single-fan design-Not a 1080 Ti,None
EVGA,06G-P4-6163-KR,5,Excellent Card!,2018-02-01,Pros:Fast.quiet.low power.Higher FPS.Great graphics.Simply the best card there is.,Cons:NONE.,"Other Thoughts:Highly recommended.Graphis are best, FPS in-game is excellent.Research this card you'll find what I found... the best.easily competes with the GTX 1070 Gaming, my 970 and 780ti are beat by this little card.Excellent card!Awesome build EVGA...   H^5! on this one.This card is killin everything we throw at it.SYS Specs:i7 7700k @ 4.832GB 2400 Ballistic Sport LT ram @2666 oc.Toshiba OCZ RD400 M.2 256GB PCI-Express 3.0 x 4 .EVGA GTX 1060 SC GAMING 6GB single fan.etc...etc..."
EVGA,06G-P4-6163-KR,5,One of the best cards I've had,2018-01-29,"Pros:-Small length, only 6.8 inches, so it leaves space inside the case. (I'm using a Phanteks P400)-6GB, better than 3GB for graphic-intensive games-Easy to install-Mine came with an EVGA poster, thanks EVGA","Cons:-Noticably loud during intensive gaming, (Can't really hear it whenever I have my headphones in, so it doesn't bother me.)",None
EVGA,06G-P4-6163-KR,5,Smitten,2018-01-25,"Pros:Luckily I got one of these when They where $275,at it's Current Price, it would have been out of My Budget...I Love this Card, it Plays all My Games Smooth Like Butter, at 60 FPS...it's Twice the Card My Old GTX~960 was,EVGA has been Good to Me...","Cons:if I find any, I'll let You Know,(Current Price is more than Twice what I Paid for it)...","Other Thoughts:Games I Play:Fallout 3/ Fallout NV/ Fallout 4<==GodRays off, (Because I don't Like them)SkyRim SETomb Raider AnniversaryWorld of WarcraftDiablo II/ Diablo IIILegend of GrimRock I~II(Noteworthy, I Play at 1440x900 Resolution)System Specs:Asus 970 970 PRO GAMING/AURAAMD FX~8350EVGA GTX 1060 SC 6Gb32Gb DDR3512Gb SSD3Tb HDD"
EVGA,06G-P4-6163-KR,4,Amazing card but giving me some issues,2018-01-24,Pros:This card eats every game I play with ease. PUBG runs great maxed out at 1080. I don't really have any intense games but i'm really happy with what it can handle for me. For only having one fan it stays pretty cool and the factory over clocking is really nice.,"Cons:Whenever I start my PC cold, I get multiple issues. Sometimes one of my monitors is at 800x600 while the other is at the native. Sometimes one screen is black and the other has artifacts, and usually neither screen has any picture. When I hit the reset button, both screens come back just fine.It's not a terrible issue but it shouldn't be happening and I'm worried it's a precursor to the card failing down the road.","Other Thoughts:It's a little loud when games are running, but with headphones on who cares?If I wasn't getting the display errors this card would be 5/5. I'm so glad I bought it before these insane price increases and shortages."
EVGA,06G-P4-6163-KR,3,Great buy for the price (this was when I bought the card),2018-01-23,"Pros:Small size, low power, pretty good performance",Cons:Price increases since I bought the card,"Other Thoughts:I bought this card for my son just a month ago and a month later it is 2x the price.  I'm saying it now, unless this changes, this will end PC gaming as we know it.  I bought my 1070 almost 3 years ago for $429 and today that same card is nearly $1,000.  This is to nVidia and AMD:  you guys might like the prices now, but keep in mind game developers are looking at the future and if I'm a developer, I'm building my company around consoles and maybe porting a stripped-down version to the pc.Consoles can skirt the cryptocurrency wars by having their GPUs built directly for them so that only their products can use them.  That keeps the prices down.  I do see console prices going up to reflect GPU price increases, but not the 100% markup I've seen over the last month with discrete cards.  This has been going on for 2 years now so if this doesn't stop soon, PC gaming is dead.  No way would I ever buy a 1060 for the prices they are fetching now.  My son would have to make due with the 670 he had and just turn down settings.I said this when CUDA first arrived that I could see video cards costing thousands because the performance of a typical video card today is far, far, far, far more powerful than even the best servers CPUs.  I worried even then that video cards would be the new CPU where code developers used the GPU to run everything from servers to crunching algorithms (like password breaking)."
EVGA,06G-P4-6163-KR,4,Great if it keeps its drivers,2018-01-22,"Pros:Great for 1080p gaming, 200+ fps on Counterstrike, 70+ fps on Playerunkown and sorta good for mining.",Cons:My device manager seems to always give code 43 whenever I try to boot up Garry's Mod and It gives me a Microsoft Basic Render Driver whenever I boot up Insurgency. This is all hooked up to a 60hz TV(Not a monitor) Via HDMI.,None
EVGA,06G-P4-6163-KR,4,Great little card with one big drawdown,2018-01-20,Pros:-great for gaming-6 gigs of memory is great,Cons:very bad cooler compared to other evga cards.,None
EVGA,06G-P4-6163-KR,3,"Great GFX card, 6GB is crazy for such a small card...BUT...",2018-01-18,Pros:- Very compact card- 6 GB GDDR5- Played most games on High/Max- Would of gave it a solid 5 egg rating if it was still working.,"Cons:- Bought it in late October of 2017, randomly stopped working 1/18/2018Checked all cables, it was snapped in, and the fan was not even spinning.Through in my old GTX 460, boom everything was working.- I like EVGA and have had no complaints about them, hopefully my RMA gets resolved soon!",None
EVGA,06G-P4-6163-KR,4,evga gtx 1060 sc 6 gb- small and powerfull -,2018-01-04,"Pros:perfect for my dell xps 8900, for games at 1080p #1, fan is a little bit noisy,but that's not a problem for me playing with headphones =]",Cons:don't have yet,"Other Thoughts:i recommend this card for playing at 1080p ,Newegg = shipping fast"
EVGA,06G-P4-6163-KR,5,Very Powerfull!,2017-12-30,Pros:QuietHigh fps in anything I throw at itCheaper than most cards at this preformance level,Cons:None so far,None
EVGA,06G-P4-6163-KR,5,"Fast, cool and quiet.",2017-12-28,"Pros:Fast, perfect for running games at 1080pExcellent cooling from dense heat sink with heat pipes and only one fanQuiet, fan doesn't even spin until needed during intense workloadLess than 7"" longOnly one 6-pin PCI-E power cable required",Cons:None,"Other Thoughts:Fast, cool and quiet! Solid 24/7 operation!"
EVGA,06G-P4-6163-KR,5,Evga gtx  1060 6GB SC,2017-12-23,Pros:Easy to installFits in almost any caseRuns games great!,Cons:The noise is the only con I've found. During heavy tasks the single fan can get quiet noisy. I somewhat fixed this by limiting my clock speed and not letting my card boost so high. I was seeing upwards of 2ghz and that's when the fan really ramped up.,None
EVGA,06G-P4-6163-KR,5,Excellent card for the price.,2017-12-16,Pros:Not really willing to shell out a whole lot of money on my current set up which has an old Ivy Bridge i7. T,Cons:None so far after 30+ days of use.,"Other Thoughts:his is a siginificant upgrade to my AMD Radeon 6870 1GB card. I was in CrossFire set up, but so few games actually take advantage of that and then one of the two cards died. Was relying on just the 1 Radeon for a while til its fan died. I had actually replaced the fan on the other card that died a few years ago. Anyway, rather than replace the fan (again), I opted to just bight the bullet and get the card. Completely worth it and has played all games I throw at it without breaking a sweat (Skryim, Total War franchise games, DOOM)."
EVGA,06G-P4-6163-KR,5,Great Performer.  Loud by Default,2017-12-15,Pros:- Performs as it should.- Small profile with respectable cooling performance.- Great customer service from EVGA.,"Cons:The default fan curve is a bit too aggressive for my tastes.  Fan speeds ramp up to 50+% before the card even hits 70C and it can be pretty loud.  This is easily remedied if you use MSI Afterburner or other control software.  Once I made those adjustments, the card was much quieter with only a couple of degrees increase in temperature.  Other than that, I have no issues with this card.",None
EVGA,06G-P4-6163-KR,3,EVGA GeForce GTX 1060 SC GAMING 6GB,2017-12-05,"Pros:Stable 60+ FPS @ 1080P in most current games.Good looking cardSmall Size, fit in any case.","Cons:LOUD LOUD LOUD IT'S VERY NOISY AT FULL LOAD,And if you try to adjust fan speed ( with afterburner or EVGA Software ) it will result in more heat (70+ C).",None
EVGA,06G-P4-6163-KR,4,A bit finicky but still amazing,2017-12-03,"Pros:Extremely powerful for its price (Able to run DOOM on Ultra with no issues)Small, so it fits effectively every form factor MOBO (aside from ITX)","Cons:Mine had a weird incident where it became unrecognized by Windows though I believe this was due to the 11/30/2017 driver update NVIDIA put out as I had no issues until the day after I'd applied it. This required me to run off integrated graphics (or a separate GPU if you lack integrated graphics), uninstall the card through device manager, then reinstall after shut down.",None
EVGA,06G-P4-6163-KR,4,Great card!,2017-12-03,Pros:- Great performance.- Small size fits in most cases and enclosures.- Reasonably priced.,Cons:- Noisy out of the box. It's very quiet until the fan speed reaches 50% speed.,"Other Thoughts:For anyone complaining about the noisy fan, use MSI after burner or any kind of overclocking tool and set the fan profile to quiet mode, or manually set the fan speed to 50% max. The gpu temp will increase to mid 80s, but the fan noise is pretty much inaudible."
EVGA,06G-P4-6163-KR,5,Wonderful flexability,2017-12-03,Pros:-Preforms well overall-Keeps rather cool for a single fan GPU-Plenty of connections for multiple monitor setups,Cons:None,None
EVGA,06G-P4-6163-KR,5,Swell!,2017-11-30,Pros:- 60 FPS on all my games.- Quiet.,Cons:- Nothing yet,None
EVGA,06G-P4-6163-KR,5,Fantastic video card!,2017-11-22,"Pros:DIsclaimer:  I use these for mining crypto coins, and am seeing these run 24/7 at max capacity.  I currently have a total of 24 video cards mining.The heatsink design on this card is much more efficient than it's competitors.  I also purchased the 3GB version of the EVGA 1060, and here's how they perform:Out of the box mining Zcash with EWBF miner (stock settings):1060 6GB - 325H/s @ 65C1060 3GB - 280 H/s @ over 85CWith the GPU clock at 2050(ish - it varies a little while running) and MEM clock at about 4500.1060 6GB - 330-340 H/s1060 3GB - 300-305 H/sIn conclusion, this card runs about 10-15% faster out of the box, and is at least 20C cooler while doing it.  I see complaints about the fan, but I'm not seeing it here.  These run literally all day long, OC'd, and none of them ever even approach 70C, and I have yet to see one running at over 50% fan speed to keep them that cool.","Cons:Because of idiot miners like me, these cost more than they should.  No cons about the card itself.  Again, this thing is fantastic!","Other Thoughts:Buy it.  For gaming, for 3D modeling, or for mining.  You won't regret it."
EVGA,06G-P4-6163-KR,5,Great card when you're limited on space,2017-11-16,"Pros:Great card, runs everything well. Never goes above 70 degrees. Silent operation on most games.",Cons:The fan is very noticeable on games such Overwatch and Battlefield 1.,"Other Thoughts:Definitely recommend this card for those that are limited on space. It would be nice if the fan was quieter on games that push the card. Given the performance, I would buy again."
EVGA,06G-P4-6163-KR,5,Huge perfomance in a small package,2017-11-16,"Pros:Small form factor, Well built solid card, Easy to install, ""Worked in my NON-UEFI Motherboard"", Very Quiet, Low power usage, Very low temps, Came with excellent software package for easy driver installations and game setting optimizations As well as Precision-XOC for effortless overclocking, Came with a poster, stickers and a badge to show off your love for EVGA and Nvidia.","Cons:After installing on windows 10 i could not open nvidia control panel, it would say there was no Nvidia graphics card installed. Had me worried at first. I had to dig around a bit, not much though, I find out it was disabled in windows device manager by default. I don't know if this is a windows 10 issue or if this is done to avoid driver or other issues, so it might not really be a con as this might not be the case for everyone. But right-clicking the card in device manager and selecting enabled did the trick.","Other Thoughts:Shipping was amazing, only 2-days ground domestic, and was packaged very well both by Newegg and EVGA. I am very impressed.My Specs:Windows 10 Home x64AMD Phenom II x4 920 2.8GHZ (OC 3.15GHZ)Gigabyte GA-MA790X-UD4P Motherboard NON-UEFI biosBEFORE: Sapphire HD5850 Xtreme 1GB --- CURRENT: EVGA GTX 1060 6GB SC8GB DDR2 800 Transcend Memory (OC 900MHZ)Cooler Master EX2 625WAsus MS-238-H 23.5"" HDMII can't say my exact FPS increase, but it went from almost non-playable games to WOW That's what it supposed to look like, GTAV looks amazing, So much more detail. What a difference, I can't even put into words how much. Even with my older hardware this changed gaming for me i a big way. I am so happy i decided to go with EVGA. I used to be a AMD\ATI guy but this has affected me so much, I could never go back. I would definitely recommend this product. Do yourself a favor buy this card. 6GB is worth the extra $."
EVGA,06G-P4-6163-KR,5,small and great overclock,2017-11-15,"Pros:Small card, very good overclock on memory",Cons:Noisier than the 2 fan ones but still very good noise level,Other Thoughts:With more and more game going 4gb+ textures it's worth the extra cash to get the 6gb version!
EVGA,06G-P4-6163-KR,5,Terrific graphics card!,2017-11-15,"Pros:-Very simple to set up, configure and install-Runs most all old games at ultra settings, and new games at high and ultra settings at 1080p, as well as 1440-Quiet, efficient and well designed","Cons:- Some of the software that allows clocking configuration has a bit of a learning curve and isn't entirely intuitive, but with some practice it makes sense.",Other Thoughts:Highly recommend. The perfect high-end card for those on a budget.  Performance is superb
EVGA,06G-P4-6163-KR,5,Great Little Card,2017-11-15,"Pros:Great performance for a small factor card, quiet and cool. Full load temps @ 60deg with fan at 50 percent.",Cons:None that I can think of.,"Other Thoughts:At first I wasn't too sure about this card but shen it went on sale, I decided what the heck. My main concern was if the single fan was going to be enough to keep the card cool at full load. To my surprise it does but I think that it helps that I've got a case with 5 fans running."
EVGA,06G-P4-6163-KR,5,Nvidia still makes a great product,2017-11-05,Pros:Easy installNvidia reliability and featuresBeautiful and well performing,Cons:n/a,"Other Thoughts:A very strong card. I don't game nearly as much as I used to, but I have noticed I've been playing more and more after building a new rig a couple months ago.Been on a GTX 550ti for years (still works, still a relatively good card) in an old box with all outdated tech and it was really unenjoyable. I chalked it up to me getting older and not caring as much but actually it was because I didn't realize just how horrible the experience was.Anyway, the card is great and I just ordered a new 24"" 144hz 1ms IPS to compliment it. Been on an old 21"" 60hz TN for quite a while and believe if you have a card this great, might as well get as much as possible out of it."
EVGA,06G-P4-6163-KR,5,Excellent,2017-11-03,"Pros:- Fast card, can play any games I play at highest settings 1080p (Fortnite, Overwatch, PUBG, etc.)- Quiet. Fan turns off when idle during cool temps. Automatically turns on and adjusts RPM under load.- Small, fits in my mATX case very well and leaves plenty of room for other things. I love smaller card for the better air flow also, this was one of my best choices.",Cons:None,None
EVGA,06G-P4-6163-KR,5,GTX 1060 6GB EDITION,2017-10-22,"Pros:Pros:Small cardDecent clock speedSingle fan, but perfectly adequate for the cardNever goes over 70 degrees, except for heavy gamingLooks cool",Cons:Cons:Only had it a few weeks but nothing wrong as of right now,"Other Thoughts:If you are thinking about overclocking, or are running intense games or programs, consider a dual fan version such as the dual fan EVGA or the NVIDIA windforce edition"
EVGA,06G-P4-6163-KR,4,Great card for the money,2017-10-14,"Pros:- Much better single fan cooling solution then the non SC EVGA card.- Plays everything at 1080, you'll have to turn down settings if you want to support a 144hz monitor though.- Can barely hear it running.",Cons:- It's not a 1080 Ti.,Other Thoughts:Using the standard shipping this took about a week to get to me in Edmonton from BC. Yey Canada post.
EVGA,06G-P4-6163-KR,5,Solid entry mining card,2017-10-14,Pros:Really great card if you are looking to start doing crypto mining. Stock rates for Ether are about 19MH/s and you can overclock to 22MH/s. You can even reduce the wattage down from 120W to 90W and still get 22MH/s.,Cons:none,None
EVGA,06G-P4-6163-KR,5,Just wow,2017-10-14,"Pros:Plays ANY game at 1080p/60fps ultra settings in 2017.Aesthetically pleasing and colors match any build.Not that huge, bulky thing that takes up so much space in your case.Very quiet.",Cons:No backplate.No SLI supportCan't really do 1440p at 60fps across the board on ultra. Comes pretty close though!,Other Thoughts:I've had this card now for about 3 months and I am beyond pleased. Worth every single penny. If you are looking at building a mid-range build with a single card then this is no doubt the card for you. This sucker packs a wallop and don't listen to the clowns that say you do not need 6GB VRAM and to go with the 3GB. I have already ran into a couple games that do indeed use up more than 3GB.
EVGA,06G-P4-6163-KR,5,Good gaming card,2017-10-13,Pros:- quiet- only one 6 pin pcie needed,Cons:- a little loud when fan at 100%,None
EVGA,06G-P4-6163-KR,5,Rock Solid as usual for EVGA,2017-10-09,Pros:-Quite-Powerful-Small-Load temps where fantastic,Cons:-If you want something pretty to look at through your case window might go for something else (maybe dual fan version)...?,"Other Thoughts:The stock specs put it at ""Core Clock 1607 MHz"" and a ""Boost Clock 1835 MHz"" but putting it under GPU load for hours, *my* card never got higher then 75c and stayed stable at 1925MHz under its own boost with no overclocking. Got really lucky with this card, it boosts farther and runs cooler then it seems most consumers have gotten. This is my *use case* situation and your mileage will vary, regardless its such a great card for the price.... IF that price can stay near is MSRP.... Or you can catch it on sale ;)I never noticed any real noise even at full load, custom fan profiles going above 60% fan is gonna make noise regardless though, and with a fan profile maxed at 100% it would boost to 1980 on it's own which is super impressive for the card.VR-StuffYes it can do VR and do it very nicely, keep in mind though its at the low end of VR. With it you can get started with and enjoy most VR games  (without SS being adjusted) and plays great. This card with a Ryzen 3 can get you a VR system for under $500-$600 which is way better then it was a year ago.Your standard games have enough articles and youtube videos on the subject but to simplify, Plays games at 1080p flawlessly with often high-epic settings."
EVGA,06G-P4-6163-KR,4,Good video card,2017-10-08,"Pros:- Good video card for the lowest model from 10xx- Not very noisy (my case is also silent so that helps)- You can tune it with software- Supports all types of features (nvshield, geforce optimizier, VR etc)",Cons:- Don't expect to run every new game on highest settings. I run WoW on 10 with FPS drops in raids sometimes.- Nothing else as cons. Pretty good video card overall for its prize,None
EVGA,06G-P4-6163-KR,5,Really good !,2017-09-27,"Pros:Love it , plug and play temps are good and really good fps",Cons:only 1 fan so when its get hot the fan make a good amount of sound,None
EVGA,06G-P4-6163-KR,5,Great for 1080p Gaming. Maybe a Bit Overkill?,2017-09-27,Pros:-Running most games at high/ultra settings easily over 60 fps paired with an intel i5 4690 and 16GB of DDR3 1600Mhz Ram. Feels good man.jpg.-Overclocked it over 2000Mhz clock speed and over 9000/4500Mhz VRAM. Not too shabby!,"Cons:-Really don't have any negative things to say, just nitpicks like:-No backplate to help mitigate the card drooping/warping from it's own weight.-More overhead for overclocking would be nice, though not sure if it's just my card though (silicon lottery).-The Price. I got this for ~$270 (minus S&H). Granted this is the SC version but still.","Other Thoughts:So out of curiosity and boredom, I enabled Nvidia's Dynamic Screen Resolution/DSR for 1440p and 4k resolutions. I ran Prey with 4k selected and most settings to high just to see what my system can handle (and a couple of features like motion blur disabled, vsync off, and AA at x2). What I got was ~30 FPS in the Shuttle Bay. Granted it's not native resolution, and there wasn't much going on, but still that was surprising to see. @1440p, I got around 70 fps with the same settings, so I think this card can handle it fairly well.The non SC version should work just fine as well, so if you want to save a bit of money you should get that."
EVGA,06G-P4-6163-KR,5,Very solid card,2017-09-26,"Pros:Great Price-to-Performance Ratio.Not too big. People call it tiny, but it's not!Relatively quiet. Can get a little loud at fan speeds over 60 percent.",Cons:No back-plate!More CUDA cores would have made it truly great. 1200 plus is plenty but 1600 or 2000 would have been even better for professional applications.,"Other Thoughts:I have used this for mainly playing Arkham Knight at Ultra settings and it blew my mind but that is not my ultimate goal. My main focus was to use this for rendering in Maya and maybe compositing, but so far I've only used it a few times to model in Maya and did one single walk cycle with a dog and those are hardly stressing on the system and the graphics card. So the jury is still out on the professional capabilities of this card. If it performs at the same level as a 980 card, so I know it won't disappoint. At first I was going to get me a WX 3100 Radeon Pro card for 3d and animation but when I looked at the benchmarks and realized how much more powerful this was for a little more, I bought this. But I am hopeful it will hold up well. Considering that most people buy Radeon for value, this card currently makes any RX card pointless in a price to performance ratio, until this Ethereum business slows down and those RX cards go back to the prices they were when they first came out."
EVGA,06G-P4-6163-KR,1,stops computers from working,2017-09-21,Pros:nice graphics while it works very quite and compact,Cons:after about six months it stopped working and stopped my computer or any computer its plugged into from booting up,None
EVGA,06G-P4-6163-KR,3,Very Loud,2017-09-10,Pros:-Small: Fits into a mATX case with room to spare-Powerful: Almost as good as the 980 for a fraction of the price-Low Power: Only requiring one 6 pin PCI-E plug and 150 watts makes it a good upgrade without having to get a new PSU,Cons:-At 30% fan speed the temperature is above 80C yet the fan is somehow louder than the stock fx-8350 fan-At 90% fan speed the temperature is around 70C but the fan is so loud it can be heard through headphones,Other Thoughts:-If you can fit a bigger graphics card in your case I would suggest going with a two fan version of the card-Any fan speed over 30% sounds just as loud so you might as well go the full 90% in you want your card running any lower than 80C
EVGA,06G-P4-6163-KR,5,Great card,2017-08-31,"Pros:-Fast, plays overwatch at max at 90-130FPS-Works well with my AMD FX-8370-Can play any game I play at high to ultra settings",Cons:-Not a GTX 1080ti,None
EVGA,06G-P4-6163-KR,5,tiny monster,2017-08-23,Pros:small...its only 6 inches but don't let the size fool you this thing is very powerful runs games no prob smooth and sexy.,Cons:no backplate if your into that sort of thing.,Other Thoughts:catch it on sale and its even a better deal.
EVGA,06G-P4-6163-KR,4,"Great card at a great price, but loud.  I regret not paying a little extra for a full-size and quieter card.",2017-08-03,"Pros:Some of the best price per performance, while leaning just a little into the ""more power"" area.Nvidia card for a G-Sync monitor.Every ATi card I ever had back in the day burned out, on one component or another.  Been rockin' Nvidia for years and years now with no issue.","Cons:This card is too loud for my tastes.  It's annoying.  Even over loud game audio on headphones.  Do yourself a favor and don't buy the small form card just to save a little bit of money (my case is massive; saving ~$20 was the only reason).Still, I will only dock it one egg because it's still a great card at a great price.","Other Thoughts:The REAL thing that drove me here was to do just a little bit to spread the word about the rebate cards EVGA is offering.  They give you a choice: check or debit card - choose the check.  I have yet to find a place that will accept the card, and I'm getting pretty aggravated with it.  I'd have paid $30 to not have to go through this hassle."
EVGA,06G-P4-6163-KR,4,"This card is a beast!  Small, compact, 6-pin power, fast GPU!",2017-07-31,"Pros:Pros- small profile- 6-pin PCIe power- quiet fan- No need for OCing, fast out of the box, never exceeded 70C.- Takes load off your CPU, no more bottlenecking- 60-120 FPS every game ULTRA settings.- Vulkan API built in, frame rate doubled with DOOM 2016.- future proof with 6gb of ram- still super fast on old PC with PCIe 1.1","Cons:- No thermal pad on VRM but no problem with overheating, don't worry about it.- Geforce Experience Application is junk.  Had issues with drivers and kept crashing during latest update version.  Solution = rollback drivers, then reinstall update, choose custom install, check GPU Driver and PhysX only, check clean install.  Problem solved.  This is my only reason for giving it 4 stars.",Other Thoughts:This card has transformed my computer.  I'm running an older PC 2008 with dual 2.8ghz (8 core) CPUs (E5462).  My old graphics card R7 250X 1GB couldn't keep up.  The CPU kept bottle necking and the frames would drop.  I started to realized maybe my computer was too old or it was the graphics card.  Instead of building a new PC I bought the card first to see if it would make a difference and let me tell you this GPU is incredible!I used to struggle running DOOM 2016 and Battlefront.  I ran low graphics on everything and now since installing the EVGA 1060 SC 6GB I can run everything on ULTRA settings with min 60-120 FPS.  My computer no longer bottlenecks and it's like I have a brand new machine.
EVGA,06G-P4-6163-KR,5,go stuff,2017-07-27,Pros:Nice,Cons:Nice,None
EVGA,06G-P4-6163-KR,3,"good card, runs well but having issues with fan and heat",2017-07-23,Pros:-runs 1080p 60fps quite well,"Cons:-either my s340 case or this 1060 was slightly defective because screwing in the card required me to bend the back of the case with considerable force-idle temps are usually fine, 40-50C but when playing gpu intensive games the card can go up to the high 70s and is very loud, almost like a small hair dryer in my case",Other Thoughts:-might look into liquid cooling this with the kraken g12
EVGA,06G-P4-6163-KR,5,EVGA GeForce GTX 1060 SC GAMING - 06G-P4-6163-KR,2017-07-19,"Pros:Small and fast, and I only paid $189 for it from Newegg back in the middle of June with free next day shipping. I got this as an exchange for a defective card, the model I sent back was out of stock when they were setting the exchange up. They offered me this card for the same price as the one I returned. It was the first and only time in 17 years that I returned an item to Newegg.I'm very happy with the card and Newegg's service. The card is overkill for me but I wasn't going to pass up a great deal on it and it will be in my system for at least the next 4 years just like my last one. I don't upgrade as much as I used to because I don't play as many games as I used to, as in I hardly play any now.",Cons:None.,None
EVGA,06G-P4-6163-KR,2,Acting Up,2017-07-14,Pros:Great GPU when it works.DayZ Standalone gets 150+ FPS on very high settings,Cons:I'll load up any game and then after roughly 10 minutes of gaming all of a sudden the GPU will crash and the fan will jump to 100% speed. It happens every time and I am extremely disappointed.,Other Thoughts:I spent $250 on a card that doesn't work but for about 10 minutes of gaming...
EVGA,06G-P4-6163-KR,4,Great thermals and no clearance issues.,2017-07-11,"Pros:The size of this card was the most influential part of buying this card. Another factor is that i have seen it go to about $230 ( after rebate) . It also overclocks extremely well, i got it to do a 300 mhz  without changing anything else and just left it cause im not to experienced with overclocking and it stays under 60 c the whole time after hours of gaming. And the ambient temps are 77-79 F ( side panel off) .","Cons:From what i have seen i will say that the rx 580 outperforms the 1060, but if you really want some of the features of geforce experience or your case doesn't fit a standard  sized card ( because all of the rx 580 on the market now are about 9 inches or bigger) or you are a green team fan boy then go with the 1060.","Other Thoughts:If you buy a 3gb version than you cannot call it a true 1060, more like a 1055 ti. just buy the 6gb version instead of making your system ram do your gpus job. But consider the rx 580 even if you despise the people who make mini little silicon ovens over at amd."
EVGA,06G-P4-6163-KR,5,Great card!,2017-06-30,Pros:- strong enough to handle most anything I throw at it.- video memory to spare.- despite being a single fan it runs fairly cool. Only hits 55c running Forza Horizon 3.- insanely quiet.- lower power draw than my previous card.- small form factor.,Cons:- the steadily climbing price.- had to fiddle a little bit with bios settings to get it working properly with my motherboard. Enabling the PCI legacy mode did the trick.,None
EVGA,06G-P4-6163-KR,4,"Eh, it's OK",2017-06-28,"Pros:Pre overclocked is good, decent performance for such a stubby little card, cooler seems effective enough for me.","Cons:GeForce Experience is an awful disaster, for some reason cs go runs like horribly shutter sputter 15-25 fps.","Other Thoughts:I got it before the major price hike. Don't install GFE well you have to to get the free game but get rid out it after. Like I said cs go runs horribly but Just Cause 3 runs great so the card isn't defective it's something wrong with cs go. I have both the Rx 580 8GB and this GTX1060 6GB my old card was R9 280x 3GB, the 580/1060 really are the new mid level cards for 1080p.Temps and noise aren't too bad very cool ambient 66-68f  %100 load runs 65c fan %51, warm room 72f+ the card ramps up the fan to try and keep it no more than 70c so it gets a little loud but not as loud as an old single fan HD6870 I have.Over all it's an interesting little card, if you get it for a reasonable price it's fine and realize that a single fan card is a little louder than dual and triple fan cards it's just common sense."
EVGA,06G-P4-6163-KR,5,Great card,2017-06-26,"Pros:- Very powerful for it's size.- Great quality, you can tell it's a great quality card just by it's weight.  It's pretty heavy for it's size.- Plays all my games on ultra setting in 1080p at >60FPS.","Cons:- People have complained about the noise of the fan, but I can't hear mine at all with it running at full load.  I think it's because I have great air flow in my case, so it doesn't get hot enough for the fan to ramp up.  So in other words, so con's for me.","Other Thoughts:I'll be honest, when I first saw this card, I immediately disregarded it because of it's size.  I wanted a full size SSC or a card with at least 2-fans.  But with the prices going up on the other cards right now, I had no choice but to purchase this card.  Well, I have no regrets what-so-ever.  This card runs cool, and performs absolutely amazing.  I love it, and I highly recommend it to anyone needing a powerful graphics card at a good price."
EVGA,06G-P4-6163-KR,5,Nice card,2017-06-24,Pros:- small- 6-pin power connector- 50-100% better fps vs GTX 660 while also moving graphics from medium-high to ultra,"Cons:dvi -> display-port adapters don't work, if your running dual dvi use a dvi to hdmi adapter.",None
